Serial No.,CAS No.,Prefix,Name,Haz. sub.,DG Class,DG Subclass,Schedule,Packing group,UN No.,Size,Size Unit,Location
100010155500,133059-44-6,4-,bromo-3-fluorobenzonitrile,Yes,6.1,,,III,3439,25,gram,Toxic TS1
100010161500,2973-78-6,3-,bromo-4-hydroxybenzaldehyde,Yes,,,,,,5,gram,Harmful H2
100010096300,71838-16-9,3-,bromo-4-iodotoluene,No,,,,,,25,gram,Harmful H2
100010096400,3510-66-5,2-,bromo-5-methylpyridine,No,,,,,,25,gram,Harmful H2
100010126500,144100-07-2,2-,bromo-6-fluoropyridine,Yes,,,,,,1,gram,Freezer 2
100010161700,5315-25-3,2-,bromo-6-methylpyridine,Yes,,,,,,10,gram,Harmful H2
100010059500,7252-83-7,,bromoacetaldehyde dimethyl acetal,Yes,3,,,III,1989,100,gram,Freezer 1 S4 B1
100010059600,79-08-3,,bromoacetic acid,Yes,8,,,II,3425,5,gram,Freezer 1 S4 B1
100010082400,99-90-1,p-,bromoacetophenone,Yes,,,,,,10,gram,Harmful H10
100010120400,2142-63-4,m-,bromoacetophenone,Yes,,,,,,5,gram,Harmful H8
100010096500,7314-85-4,2-,bromoadamantane,Yes,,,,,,5,milliliter,Harmful H2
100010142200,591-19-5,3-,bromoaniline,Yes,6.1,,,III,2810,100,gram,Toxic TM1
100010142300,106-40-1,4-,bromoaniline,Yes,6.1,,,II,2811,100,gram,Toxic TM1
100010142301,106-40-1,4-,bromoaniline,Yes,6.1,,,II,2811,100,gram,Toxic TM1
100010091601,578-57-4,o-,bromoanisole,Yes,9,,,,,100,gram,Harmful H16
100010096700,6630-33-7,2-,bromobenzaldehyde,No,,,,,,25,gram,Harmful H2
100010096701,6630-33-7,2-,bromobenzaldehyde,No,,,,,,25,gram,Harmful H2
100010120500,3132-99-7,3-,bromobenzaldehyde,No,,,,,,25,milliliter,Harmful H8
100010161900,6630-33-7,2-,bromobenzaldehyde,No,,,,,,25,gram,Harmful H2
100010161901,6630-33-7,2-,bromobenzaldehyde,No,,,,,,25,gram,Harmful H2
100010161902,6630-33-7,2-,bromobenzaldehyde,No,,,,,,25,gram,Harmful H2
100010033600,108-86-1,,bromobenzene,Yes,3,,,III,2514,100,milliliter,Flammable liquid Small
100010013900,98-58-8,4-,bromobenzenesulfonyl chloride,Yes,8,,,II,3261,10,gram,Corrosive Acid 1
100010162000,106-53-6,4-,bromobenzenethiol,Yes,9,,,III,3335,25,gram,Harmful H2
100010162200,2042-37-7,2-,bromobenzonitrile,Yes,,,,,,10,gram,Harmful H2
100010120600,6952-59-6,3-,bromobenzonitrile,Yes,,,,,,1,gram,Harmful H8
100010148300,623-00-7,4-,bromobenzonitrile,Yes,6.1,,,,,10,gram,Toxic TS1
100010148301,623-00-7,4-,bromobenzonitrile,Yes,6.1,,,,,10,gram,Toxic TS1
100010096900,18982-54-2,2-,bromobenzyl alcohol,Yes,,,,,,50,gram,Harmful H2
100010097000,873-75-6,4-,bromobenzyl alcohol,No,,,,,,10,gram,Harmful H2
100010018300,589-15-1,4-,bromobenzyl bromide,Yes,8,,,II,3261,25,gram,Corrosive Acid 2
100010097100,92-66-0,4-,bromobiphenyl,Yes,9,,,III,3077,50,gram,Harmful H2
100010097200,5394-18-3,N-(4-,bromobutyl)phthalimide,No,,,,,,10,gram,Harmful H2
100010097201,5394-18-3,N-(4-,bromobutyl)phthalimide,No,,,,,,10,gram,Harmful H2
100010162300,106-39-8,4-,bromochlorobenzene,Yes,,,,,,500,gram,Harmful H10
100010014000,776-74-9,,bromodiphenylmethane,Yes,,,,II,1770,25,gram,Corrosive Acid 1
100010063900,6482-24-2,2-,bromoethyl methyl ether,Yes,3,6.1,,III,1992,25,gram,Fridge Door
100010162400,18742-02-4,2-(2-,"bromoethyl)-1,3-dioxolane",Yes,6.1,,,III,2810,10,milliliter,Fridge S1 B1
100010082500,460-00-4,1-,bromo-4-fluorobenzene,No,,,,,,100,gram,Harmful H10
100010033700,111-25-1,1-,bromohexane,Yes,3,,,,,500,gram,Flammable liquid Small
100010097300,6621-59-6,6-,bromohexanenitrile,Yes,,,,,,25,milliliter,Harmful H2
100010175000,4224-70-8,6-,bromohexanoic acid,Yes,8,,,II,3261,25,gram,Corrosive Acid 1
100010082600,10075-50-0,5-,bromoindole,No,,,,,,25,gram,Harmful H10
100010054800,13057-17-5,,bromomethyl methyl ether,Yes,3,6.1,,III,1992,25,gram,Freezer 1 S2 B2
100010014100,459-46-1,1-(,bromomethyl)-4-fluorobenzene,Yes,8,,,II,3265,10,gram,Corrosive Acid 1
100010033800,2550-36-9,(,bromomethyl)cyclohexane,Yes,3,,,III,1993,25,gram,Flammable liquid Small
100010014200,31106-82-6,2-(,bromomethyl)pyridine HBr,Yes,8,,,II,3261,25,gram,Corrosive Acid 1
100010014300,4916-55-6,3-(,bromomethyl)pyridine HBr,Yes,8,,,II,3261,1,gram,Corrosive Acid 1
100010014301,4916-55-6,3-(,bromomethyl)pyridine HBr,Yes,8,,,II,3261,5,gram,Corrosive Acid 1
100010014400,73870-24-3,4-(,bromomethyl)pyridine HBr,Yes,8,,,II,3261,25,gram,Corrosive Acid 1
100010091700,90-11-9,1-,bromonaphthalene,Yes,,,,,,100,gram,Harmful H16
100010120700,115-39-9,,bromophenol blue,Yes,,,,,,5,gram,Harmful H8
100010162600,15115-58-9,3(2-,bromophenyl)propionic acid,Yes,,,,,,25,gram,Freezer 1 S1 B1
100010033900,75-26-3,2-,bromopropane,Yes,,,,,,250,milliliter,Flammable liquid Small
100010097700,5460-29-7,N-(3-,bromopropyl)phthalimide,No,,,,,,25,gram,Harmful H2
100010034000,626-55-1,3-,bromopyridine,Yes,3,,,III,1993,5,gram,Flammable liquid Small
100010148400,0109-04-06,2-,bromopyridine,Yes,6.1,,,II,2810,25,gram,Toxic TS1
100010148401,0109-04-06,2-,bromopyridine,Yes,6.1,,,II,2810,25,gram,Toxic TS1
100010162700,0109-04-06,2-,bromopyridine,Yes,6.1,,,II,2810,500,milliliter,Toxic TS1
100010097800,19524-06-02,4-,bromopyridine hydrochloride,Yes,,,,,,5,gram,Harmful H2
100010162800,103-64-0,beta-,bromostyrene,Yes,,,,,,25,milliliter,Fridge S3 B1
100010075700,2039-82-9,4-,bromostyrene,Yes,,,,,,10,gram,Fridge S4 B1
100010014500,0128-08-05,N-,bromosuccinimide,Yes,8,,,II,3261,100,gram,Corrosive Acid 1
100010014501,0128-08-05,N-,bromosuccinimide,Yes,8,,,II,3261,100,gram,Corrosive Acid 1
100010014502,0128-08-05,N-,bromosuccinimide,Yes,8,,,II,3261,100,gram,Corrosive Acid 1
100010066300,1003-09-04,2-,bromothiophene,Yes,6.1,3,,II,2929,250,gram,Fridge S1 B1
100010142400,872-31-1,3-,bromothiophene,Yes,6.1,3,,II,2929,500,gram,Toxic TM1
100010082700,106-38-7,4-,bromotoluene,Yes,9,,,III,3077,100,milliliter,Harmful H10
100010097900,591-17-3,3-,bromotoluene,No,,,,,,25,gram,Harmful H2
100010162900,95-46-5,2-,bromotoluene,No,,,,,,100,gram,Fridge S1 B1
100010034100,41309-43-7,(2-,bromovinyl)trimethylsilane,Yes,3,,,III,1993,5,milliliter,Flammable liquid Small
100010054900,99685-96-8,,buckminsterfullerene,Yes,,,,,,100,milligram,Freezer 1 S2 B2
100010099100,110-63-4,,"butane-1,4-diol",Yes,,,,,,500,milliliter,Harmful H22
100010163000,513-85-9,"2,3-","butanediol (2,3-butylene glycol)",Yes,,,,,,100,milliliter,Harmful H10
100010163100,109-79-5,1-,butanethiol,Yes,3,,,II,2347,25,gram,Flammable liquid Small
100010163200,109-79-5,1-,butanethiol,Yes,3,,,II,2347,25,gram,Flammable liquid Small
100010075800,4272-71-3,Ne-t-,butoxycarbonyl-Na-carbobenzoxy-L-Lysine p-nitrophenyl ester,Yes,,,,,,25,gram,Fridge S4 B1
100010148500,4530-20-5,N-(t-,butoxycarbonyl)glycine,Yes,6.1,,,III,2811,5,gram,Toxic TS1
100010120800,27219-07-04,4-(t-,butoxycarbonylamino)butyric acid,No,,,,,,5,gram,Harmful H8
100010120900,57294-38-9,5-(t-,butoxycarbonylamino)valeric acid,No,,,,,,5,gram,Harmful H8
100010055000,870-50-8,di-t-,butyl azodicarboxylate (DBAD),Yes,,,,,,5,gram,Freezer 1 S2 B2
100010061300,24424-99-5,di-t-,butyl dicarbonate (BOC anhydride),Yes,6.1,3,,I,2929,25,gram,Freezer 1 S4 B2
100010061301,24424-99-5,di-t-,butyl dicarbonate (BOC anhydride),Yes,6.1,3,,I,2929,25,gram,Freezer 1 S4 B2
100010061302,24424-99-5,di-t-,butyl dicarbonate (BOC anhydride),Yes,6.1,3,,I,2929,25,gram,Freezer 1 S4 B2
100010049900,75-91-2,t-,butyl hydroperoxide,Yes,5.2,8,,,3109,100,milliliter,Freezer 1 S1 B1
100010055100,7188-38-7,t-,butyl isocyanide,Yes,3,,,II,1993,1,gram,Freezer 1 S2 B2
100010055200,2769-64-4,,butyl isocyanide,Yes,3,,,II,1993,1,gram,Freezer 1 S2 B2
100010067700,109-72-8,n-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S1 B1
100010067701,109-72-8,n-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S1 B1
100010067702,109-72-8,n-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S1 B3
100010067703,109-72-8,n-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S1 B3
100010071500,594-19-4,t-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S2 B2
100010071501,594-19-4,t-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S1
100010067800,109-72-8,n-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge Bottom draw
100010067801,109-72-8,n-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge Bottom draw
100010067802,109-72-8,n-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S1
100010067803,109-72-8,n-,butyl lithium,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S1
100010064000,677-22-5,t-,butyl magnesium chloride,Yes,4.3,3,,I,3399,100,milliliter,Fridge Door
100010005600,1929606-71-2,di-t-,"butyl N-(4-bromo-2,6-dinitrophenyl)iminodicarbonate",No,,,,,,10,gram,Harmful H18
100010098000,58885-58-8,t-,butyl N-3-(hydroxypropyl)carbamate,Yes,,,,,,10,milliliter,Harmful H2
100010071100,540-80-7,t-,butyl nitrite,Yes,3,,,II,2351,25,milliliter,Fridge S2 B2
100010083300,128-37-0,"2,6-di-t-",butyl-4-methylphenol,Yes,9,,,III,3077,100,gram,Harmful H11
100010104800,38222-83-2,"2,6-di-t-",butyl-4-methylpyridine,Yes,,,,,,5,gram,Harmful H4
100010098100,769-92-6,4-t-,butylaniline,No,,,,,,5,gram,Harmful H2
100010142501,104-13-2,4-,butylaniline,Yes,6.1,,,III,2810,100,gram,Toxic TM1
100010142502,104-13-2,4-,butylaniline,Yes,6.1,,,III,2810,100,gram,Toxic TM1
100010121000,939-97-9,4-t-,butylbenzaldehyde,No,9,,,,,5,milliliter,Harmful H8
100010034200,98-06-6,t-,butylbenzene,Yes,3,,,III,2709,500,milliliter,Flammable liquid Large
100010014600,56310-18-0,di-t-,butylchlorosilane,Yes,8,3,,II,2986,10,gram,Corrosive Acid 1
100010101100,98-52-2,4-t-,butylcyclohexanol,Yes,,,,,,500,gram,Harmful H25
100010098200,98-53-3,4-t-,butylcyclohexanone,Yes,,,,,,5,gram,Harmful H2
100010075900,18395-90-9,di-t-,butyldichlorosilane,Yes,8,,,II,2987,5,gram,Fridge S4 B1
100010014700,41879-34-9,t-,butyldimethylchlorogermane,Yes,8,4.1,,III,2921,2.5,gram,Corrosive Acid 1
100010026701,14898-67-0,,rhodium (III) chloride hydrate,Yes,8,,,II,3260,1,gram,Corrosive Dessicator
100010026800,26042-63-7,,silver hexafluorophosphate,Yes,8,,,II,3260,1,gram,Corrosive Dessicator
100010026900,207683-19-0,,sodium hydrosulfide hydrate,Yes,8,,,II,2949,100,gram,Corrosive Dessicator
100010066400,18162-48-6,t-,butyldimethylsilyl chloride,Yes,8,3,,II,2920,100,milliliter,Fridge S1 B1
100010066401,18162-48-6,t-,butyldimethylsilyl chloride,Yes,8,3,,II,2920,100,milliliter,Fridge S1 B1
100010098300,16466-61-8,di-t-,butylhydrazodiformate,Yes,,,,,,10,gram,Harmful H2
100010050000,614-45-9,t-,butylperoxybenzoate,Yes,5.2,,,,3103,500,gram,Freezer 1 S1 B1
100010173200,10026-07-0,,tellurium (IV) chloride,Yes,8,,,II,3260,25,gram,Corrosive Dessicator
100010027000,22206-57-1,,tetrabutylammonium fluoride hydrate,Yes,8,,,III,1759,10,gram,Corrosive Dessicator
100010034300,927-74-2,3-,butyn-1-ol,Yes,3,6.1,,III,1986,5,gram,Flammable liquid Small
100010018400,106-31-0,,butyric anhydride,Yes,8,,,,,500,milliliter,Corrosive Acid 2
100010099200,96-48-0,g-,butyrolactone,Yes,,,,,,500,gram,Harmful H22
100010034400,141-75-3,,butyryl chloride,Yes,3,8,,II,2353,250,gram,Flammable liquid Small
100010024500,462-94-2,,cadaverine,Yes,8,,,III,2735,10,milliliter,Corrosive Base 1
100010148600,513-78-0,,cadmium carbonate,Yes,6.1,,,III,2570,25,gram,Toxic TS1
100010142700,58-08-2,,caffeine,Yes,6.1,,,III,1544,100,gram,Toxic TM2
100010022601,7772-99-8,,tin (II) chloride anhydrous,Yes,8,,,,3260,100,gram,Corrosive Dessicator
100010022701,7699-45-8,,zinc bromide,Yes,8,,,III,3260,100,gram,Corrosive Dessicator
100010027100,10139-47-6,,zinc iodide,Yes,8,,,III,3260,25,gram,Corrosive Dessicator
100010137500,10043-52-4,,calcium chloride,Yes,,,,,,None,, Sieves/drying agents
100010027200,10039-54-0,,allylmagnesium chloride,Yes,4.3,3,,I,3399,100,milliliter, Dangerous when wet
100010027300,7789-78-8,,calcium hydride,Yes,4.3,,,I,1404,100,gram, Dangerous when wet
100010027301,7789-78-8,,calcium hydride,Yes,4.3,,,I,1404,100,gram, Dangerous when wet
100010023100,1305-62-0,,calcium hydroxide,Yes,,,,,,500,gram,Corrosive Base 2
100010023200,1305-78-8,,calcium oxide,Yes,8,,,III,,500,gram,Corrosive Base 2
100010137600,7778-18-9,,calcium sulfate,No,,,,,,None,, Sieves/drying agents
100010027400,1191-15-7,,diisobutylaluminium hydride,Yes,4.2,4.3,,I,3394,100,gram, Dangerous when wet
100010030000,75-15-0,,carbon disulfide,Yes,3,6.1,,I,1131,500,milliliter,Flammable liquid Large
100010102400,558-13-4,,carbon tetrabromide,Yes,,,,,,100,gram,Harmful H3
100010102401,558-13-4,,carbon tetrabromide,Yes,,,,,,100,gram,Harmful H3
100010102402,558-13-4,,carbon tetrabromide,Yes,,,,,,500,gram,Harmful H3
100010136500,56-23-5,,carbon tetrachloride,Yes,6.1,,7,II,1846,1,liter,Poisons Draw 3
100010071200,530-62-1,"N,N'-",carbonyldiimidazole,Yes,8,,,II,3263,25,gram,Fridge S2 B2
100010071201,530-62-1,"N,N'-",carbonyldiimidazole,Yes,8,,,II,3263,10,gram,Fridge S2 B2
100010064100,37149-18-1,4-,carboxy-TEMPO free radical,No,,,,,,250,milligram,Fridge Door
100010064101,37149-18-1,4-,carboxy-TEMPO free radical,No,,,,,,250,milligram,Fridge Door
100010064102,37149-18-1,4-,carboxy-TEMPO free radical,No,,,,,,250,milligram,Fridge Door
100010102500,619-66-9,4-,carboxybenzaldehyde,No,,,,,,10,gram,Harmful H3
100010163600,119-67-5,2-,carboxybenzaldehyde,Yes,,,,,,100,gram,Harmful H3
100010163700,619-66-9,4-,carboxybenzaldehyde,No,,,,,,10,gram,Harmful H3
100010061400,150347-59-4,5 (and 6)-,carboxyfluorescein succinimidyl ester,No,,,,,,100,milligram,Freezer 1 S4 B2
100010059700,2921-14-4,,carboxymethoxylamine hemihydrochloride,Yes,,,,,,10,gram,Freezer 1 S4 B1
100010076000,27894-50-4,Ne-,CBZ-L-Lysine methyl ester,No,,,,,,5,gram,Fridge S4 B1
100010027500,1191-15-7,,diisobutylaluminium hydride,Yes,4.2,4.3,,I,3394,800,milliliter, Dangerous when wet
100010027600,1191-15-7,,diisobutylaluminium hydride,Yes,4.2,4.3,,I,3394,100,gram, Dangerous when wet
100010082800,7790-86-5,,cerium (III) chloride anhydrous,Yes,,,,,,25,gram,Harmful H10
100010027700,33797-51-2,,"Eschenmoser's salt (N,N-dimethylmethylene-ammonium iodide)",No,,,,,,10,gram, Dangerous when wet
100010027800,754038-86-2,,isopropylmagnesium chloride lithium chloride complex,Yes,4.3,3,,II,3399,100,milliliter, Dangerous when wet
100010102600,13590-82-4,,cerium (IV) sulphate,No,,,,,,100,gram,Harmful H3
100010102601,13590-82-4,,cerium (IV) sulphate,No,,,,,,100,gram,Harmful H3
100010104700,534-17-8,,cesium carbonate,Yes,,,,,,25,gram,Harmful H3
100010014800,13400-13-0,,cesium fluoride,Yes,8,6,,II,2923,25,gram,Corrosive Acid 1
100010091800,57-09-0,,cetyltrimethylammonium bromide,No,9,,,,,100,gram,Harmful H16
100010170000,7439-93-2,,lithium,Yes,4.3,,2,I,1409,25,gram, Dangerous when wet
100010027900,14128-54-2,,lithium aluminium deuteride,Yes,4.3,,,I,1410,5,gram, Dangerous when wet
100010023300,7080-50-4,,chloramine T,Yes,8,,,III,3263,500,gram,Corrosive Base 2
100010163800,2009-83-8,6-,chloro-1-hexanol,Yes,,,,,,25,gram,Harmful H3
100010148700,627-30-5,3-,chloro-1-propanol,Yes,6.1,,,III,2849,25,gram,Toxic TS1
100010102700,615-41-8,1-,chloro-2-iodobenzene,No,,,,,,25,gram,Harmful H3
100010034500,507-20-0,2-,chloro-2-methylpropane,Yes,,,,,,500,milliliter,Flammable liquid Small
100010148800,1635-61-6,5-,chloro-2-nitroaniline,Yes,6.1,,,III,2237,25,gram,Toxic TS1
100010148801,1635-61-6,5-,chloro-2-nitroaniline,Yes,6.1,,,III,2237,25,gram,Toxic TS1
100010148802,1635-61-6,5-,chloro-2-nitroaniline,Yes,6.1,,,III,2237,25,gram,Toxic TS1
100010148803,1635-61-6,5-,chloro-2-nitroaniline,Yes,6.1,,,III,2237,25,gram,Toxic TS1
100010148804,1635-61-6,5-,chloro-2-nitroaniline,Yes,6.1,,,III,2237,25,gram,Toxic TS1
100010148805,1635-61-6,5-,chloro-2-nitroaniline,Yes,6.1,,,III,2237,25,gram,Toxic TS1
100010034600,5891-21-4,5-,chloro-2-pentanone tech,Yes,3,,,III,1224,25,gram,Flammable liquid Small
100010148900,19235-89-3,4-,chloro-2-pyridinecarbonitrile,Yes,6.1,,,III,2811,1,gram,Toxic TS1
100010148901,19235-89-3,4-,chloro-2-pyridinecarbonitrile,Yes,6.1,,,III,2811,1,gram,Toxic TS1
100010163900,89-60-1,4-,chloro-3-nitrotoluene,Yes,6.1,,,III,2433,25,gram,Toxic TS1
100010102800,104-83-6,1-,chloro-4-(chloromethyl)benzene,No,,,,,,10,gram,Harmful H3
100010050700,51488-22-3,2-,chloro-4-(trifluoromethyl)phenyl isocyanate,Yes,6.1,,,III,2206,5,gram,Freezer 1 S2 B1
100010102900,84194-36-5,2-,chloro-4-fluorobenzaldehyde,Yes,,,,,,1,gram,Harmful H3
100010050800,28395-76-8,3-,chloro-4-methoxyphenyl isocyanate,Yes,6.1,,,III,2206,5,gram,Freezer 1 S2 B1
100010164000,100-00-5,1-,chloro-4-nitrobenzene,Yes,6.1,,,,,100,gram,Toxic TM2
100010164100,6361-21-3,2-,chloro-5-nitrobenzaldehyde,Yes,,,,,,25,gram,Harmful H3
100010103000,17284-97-8,3-,chloro-6-hydrazinopyridazine,No,,,,,,25,gram,Harmful H3
100010164300,34683-73-3,1-,chloro-6-iodohexane,No,,,,,,10,gram,Harmful H3
100010124000,95-83-0,4-,chloro-o-phenylenediamine,No,,,,,,100,gram,Harmful H16
100010124001,95-83-0,4-,chloro-o-phenylenediamine,No,,,,,,25,gram,Harmful H8
100010124002,95-83-0,4-,chloro-o-phenylenediamine,No,,,,,,25,gram,Harmful H8
100010014900,79-11-8,,chloroacetic acid,Yes,6.1,,,II,1751,1,kilogram,Corrosive Acid 1
100010014901,79-11-8,,chloroacetic acid,Yes,6.1,,,II,1751,500,gram,Corrosive Acid 1
100010142800,107-14-2,,chloroacetonitrile,Yes,6.1,3,,I,2668,5,gram,Toxic TM2
100010050900,1207-69-8,9-,chloroacridine,Yes,,,,,,5,gram,Freezer 1 S2 B1
100010091900,104-88-1,p-,chlorobenzaldehyde,No,9,,,,,100,gram,Harmful H16
100010103100,535-80-8,3-,chlorobenzoic acid,Yes,,,,,,50,gram,Harmful H3
100010121100,118-91-2,o-,chlorobenzoic acid,No,,,,,,25,gram,Harmful H8
100010101400,74-11-3,4-,chlorobenzoic acid,Yes,,,,,,250,gram,Harmful H25
100010101401,74-11-3,4-,chlorobenzoic acid,Yes,,,,,,250,gram,Harmful H25
100010164500,615-20-3,2-,chlorobenzothiazole,No,,,,,,25,gram,Harmful H3
100010034700,98-56-6,4-,chlorobenzotrifluoride,Yes,3,,,III,2234,100,gram,Flammable liquid Small
100010015000,609-65-4,2-,chlorobenzoyl chloride,Yes,8,,,II,3265,100,gram,Corrosive Acid 1
100010149000,628-20-6,4-,chlorobutyronitrile,Yes,6.1,,,,,25,gram,Toxic TS1
100010066500,1066-35-9,,chlorodimethylsilane,Yes,4.3,3,,I,2988,50,gram,Fridge S1 B1
100010034800,1719-58-0,,chlorodimethylvinylsilane,Yes,3,8,,II,2985,100,milliliter,Flammable liquid Small
100010015100,144-79-6,,chlorodiphenylmethylsilane,No,,,,,,25,gram,Corrosive Acid 1
100010139200,0107-07-03,2-,chloroethanol,Yes,6.1,3,,I,1135,500,milliliter,Toxic TL1
100010028000,16853-85-3,,lithium aluminium hydride,Yes,4.3,,,,1410,10,gram, Dangerous when wet
100010028001,16853-85-3,,lithium aluminium hydride,Yes,4.3,,,,1410,10,gram, Dangerous when wet
100010034900,18997-19-8,,chloromethyl pivalate,Yes,3,,,III,3272,100,gram,Flammable liquid Small
100010149100,1558-25-4,(,chloromethyl)trichlorosilane,Yes,6.1,8,,I,3390,25,gram,Toxic TS1
100010076100,2344-80-1,(,chloromethyl)trimethylsilane,Yes,3,,,II,1993,25,milliliter,Fridge S4 B1
100010143200,100-00-5,1-,chloro-4-nitrobenzene,Yes,6.1,,,,,1,kilogram,Toxic TL1
100010050100,937-14-4,m-,chlorobenzoic acid,Yes,,,,,,None,,Freezer 1 S1 B1
100010050200,937-14-4,m-,chlorobenzoic acid,Yes,,,,,,25,gram,Freezer 1 S1 B1
100010103200,7379-35-3,4-,chloropyridine hydrochloride,No,,,,,,25,gram,Harmful H3
100010083400,0128-09-06,N-,chlorosuccinimide,Yes,,,,,,100,gram,Harmful H11
100010062900,1189-71-5,,chlorosulfonyl isocyanate,Yes,8,,,II,3265,25,gram,Freezer 1 S5 B1
100010068500,75-77-4,,chlorotrimethylsilane,Yes,3,8,,II,1298,100,milliliter,Fridge S2 B1
100010068501,75-77-4,,chlorotrimethylsilane,Yes,3,8,,II,1298,250,milliliter,Fridge S2 B1
100010068502,75-77-4,,chlorotrimethylsilane,Yes,3,8,,II,1298,250,milliliter,Fridge S2 B1
100010028002,16853-85-3,,lithium aluminium hydride,Yes,4.3,,,,1410,25,gram, Dangerous when wet
100010149200,6280-87-1,5-,chlorovaleronitrile,Yes,6.1,,,,,25,gram,Toxic TS1
100010028003,16853-85-3,,lithium aluminium hydride,Yes,4.3,,,,1410,100,gram, Dangerous when wet
100010028004,16853-85-3,,lithium aluminium hydride,Yes,4.3,,,,1410,100,gram, Dangerous when wet
100010066600,4392-24-9,,cinnamyl bromide,Yes,8,,,II,3261,100,gram,Fridge S1 B1
100010142900,7791-13-1,,cobalt (II) chloride hexahydrate,Yes,9,6,,III,3288,500,gram,Toxic TM2
100010082900,10026-24-1,,cobalt (II) sulphate heptahydrate,Yes,,,,,,500,gram,Harmful H10
100010103300,7787-70-4,,copper (I) bromide,No,,,,,,100,gram,Harmful H3
100010103301,7787-70-4,,copper (I) bromide,No,,,,,,100,gram,Harmful H3
100010103302,7787-70-4,,copper (I) bromide,No,,,,,,50,gram,Harmful H3
100010028005,16853-85-3,,lithium aluminium hydride,Yes,4.3,,,,1410,500,gram, Dangerous when wet
100010103400,54678-23-8,,copper (I) bromide-dimethyl sulfide complex,Yes,9,,,,3335,10,gram,Harmful H3
100010134700,544-92-3,,copper (I) cyanide,Yes,6.1,,7,II,1587,100,gram,Poisons Draw 1
100010134701,544-92-3,,copper (I) cyanide,Yes,6.1,,7,II,1587,100,gram,Poisons Draw 1
100010103500,7681-65-4,,copper (I) iodide,Yes,9,,,III,3077,100,gram,Harmful H3
100010103502,7681-65-4,,copper (I) iodide,Yes,9,,,III,3077,100,gram,Harmful H3
100010103503,7681-65-4,,copper (I) iodide,Yes,9,,,III,3077,25,gram,Harmful H3
100010103600,1317-39-1,,copper (I) oxide,Yes,9,,,III,3077,25,gram,Harmful H3
100010103601,1317-39-1,,copper (I) oxide,Yes,9,,,III,3077,25,gram,Harmful H3
100010083200,7758-99-8,,copper (II) sulfate pentahydrate,Yes,9,,,III,3077,500,gram,Harmful H22
100010083201,7758-99-8,,copper (II) sulfate pentahydrate,Yes,9,,,III,3077,500,gram,Harmful H22
100010083202,7758-99-8,,copper (II) sulfate pentahydrate,Yes,9,,,III,3077,500,gram,Harmful H22
100010028100,16853-85-3,,lithium aluminium hydride,Yes,4.3,,,,1410,800,milliliter, Dangerous when wet
100010028200,7439-93-2,,lithium,Yes,4.3,,2,I,1409,250,gram, Dangerous when wet
100010015200,7447-39-4,,copper chloride anhydrous,Yes,8,,,III,2802,10,gram,Corrosive Acid 1
100010125700,7693-26-7,,potassium hydride,Yes,,,,,,25,gram, Dangerous when wet
100010143000,95-48-7,o-,cresol,Yes,6.1,,,,,500,gram,Toxic TM2
100010068600,29576-14-5,,crotyl bromide,Yes,3,,,II,1993,25,gram,Fridge S2 B1
100010103700,17455-13-9,18-,crown 6,Yes,,,,,,5,gram,Harmful H3
100010149300,17455-13-9,18-,crown 6,Yes,,,,,,25,gram,Toxic TS1
100010149301,17455-13-9,18-,crown 6,Yes,,,,,,25,gram,Toxic TS1
100010149302,17455-13-9,18-,crown 6,Yes,,,,,,25,gram,Toxic TS1
100010101200,98-82-8,,cumene,No,,,,,,1,liter,Harmful H25
100010092100,6046-93-1,,cupric acetate,No,9,,,III,3077,500,gram,Harmful H16
