Approved by,Barcode,Brand,Building,CAS,Container type,Date in,Expire,Group,Hazard Classification,Region specific hazard code(s),Hazard code(s),Hazard Label(s),Laboratory,Location,Location path,Lot Number,Product name,NFPA Label,Note (Item),Note (Product),Responsible person,Packaging group,PPE,Precautionary statement(s),Product number,Proposed location,Purity (%),Quantity,Net Quantity,Quantity unit,Current quantity (Net),Normalized quantity,Normalized current quantity,Normalized unit,Hazard Signal Word,Site,State,Storage temperature,Sublocation,Tags,Transport hazard class 1,Transport hazard class 2,Transport hazard class 3,UN number,German Water Hazard Class (WGK),Molecular weight,InChI,CID,Iupac Name,Lagerklasse (TRGS 510),Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration
,9022,Alfa Aesar,Materials Innovation Factory,5981-09-9,,24/09/2019,,Cooper Group,No data available,,,,Chromatography Laboratory,default,default,,"Tris(4-aminophenyl)amine, 97%",,,,Rob Clowes (rob123),,,,H63963,,,1 g,1,g,,1,,g,,,,,,,,,,0,,290.3699951,"InChI=1S/C18H18N4/c19-13-1-7-16(8-2-13)22(17-9-3-14(20)4-10-17)18-11-5-15(21)6-12-18/h1-12H,19-21H2",80083,,,,,,,,,,,,,,
,5708,Alfa Aesar,Materials Innovation Factory,5981-09-9,,13/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 18,Cupboard 8 > Box 18,81401206,"Tris(4-aminophenyl)amine, 97%",,,,Alex James (amjames),,,,H63963,,,1 g,1,g,,1,,g,,,,,,,,,,0,,290.3699951,"InChI=1S/C18H18N4/c19-13-1-7-16(8-2-13)22(17-9-3-14(20)4-10-17)18-11-5-15(21)6-12-18/h1-12H,19-21H2",80083,,,,,,,,,,,,,,
,5060,Aldrich,Materials Innovation Factory,6290-03-5,,11/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 12,Cupboard 2 > Box 12,,"(R)-(−)-1,3-Butanediol",,,,Thomas Fellowes (thomas.fellows),,,,237612-1G,,,1 g,1,g,,1,,g,,,,,,,,,,0,,90.12200165,"InChI=1S/C4H10O2/c1-4(6)2-3-5/h4-6H,2-3H2,1H3/t4-/m1/s1",637497,,,,,,,,,,,,,,
,5261,Aldrich,Materials Innovation Factory,6351-10-6,,12/10/2017,,Cooper Group,"Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H319;H335,GHS_07,Synthetic Laboratory,Box 6,Cupboard 7 > Box 6,,1-Indanol,,,,Alex James (amjames),,,,193739-5G,,,5 g,5,g,,5,,g,Warning,,,ROOM,,,,,,0,,134.1779938,"InChI=1S/C9H10O/c10-9-6-5-7-3-1-2-4-8(7)9/h1-4,9-10H,5-6H2",22819,,,,,,,,,,,,,,
,10975,TCI America,Materials Innovation Factory,6393-01-7,,19/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 4);Acute toxicity, Dermal (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2A);Acute toxicity, Inhalation (Category 4)",,H302;H312;H315;H319;H332,GHS_07,Synthetic Laboratory,Box 5,Cupboard 1 > Box 5,,"2,5-dimethyl-1,4-phenylenediamine",,,,Thomas Fellowes (thomas.fellows),,,,d2183,,,25g,25,g,25g,25,25,g,Warning,,Solid,,,,,,,,,136.197998,"InChI=1S/C8H12N2/c1-5-3-8(10)6(2)4-7(5)9/h3-4H,9-10H2,1-2H3",160824,,,,,,,,,,,,,,
,11181,Fluorochem,Materials Innovation Factory,6393-01-7,,20/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H319;H332;H335,GHS_07,Synthetic Laboratory,FC04 (White cupboard),FC04 (White cupboard),,"2,5-Dimethylbenzene-1,4-diamine",,,,Wei Zhao (wzhao),,,P264;P302 + P352;P304 + P340;P332 + P313;P337 + P313;P351,225437,,,1g,1,g,1g,1,1,g,Warning,,Solid,,,,,,,,,136.197998,"InChI=1S/C8H12N2/c1-5-3-8(10)6(2)4-7(5)9/h3-4H,9-10H2,1-2H3",160824,,,,,,,,,,,,,,
,7011,Aldrich,Materials Innovation Factory,6410-10-2,,17/11/2017,,Cooper Group,"Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335,GHS_07,Synthetic Laboratory,Fridge 4,Fridge 4,,"(R,R')-(-)-N,N'-Bis)3,5-di-ert-butylsalicylidene)-1,2-cyclohexanediaminomanganese (III) chloride",,,,Rich Lyons (rjlyons),,,,40446,,,1g,1,g,,1,,g,Warning,,,,,,,,,0,,293.2820129,"InChI=1S/C16H11N3O3/c20-15-10-5-11-3-1-2-4-14(11)16(15)18-17-12-6-8-13(9-7-12)19(21)22/h1-10,17H",5357096,,,,,,,,,,,,,,
,4056,TCI,Materials Innovation Factory,6508-04-9,,17/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 9,Cupboard 2 > Box 9,,Bis(4-cyanophenyl) Ether,,,,Rob Clowes (rob123),,,,B2790,,98%,5 g,5,g,,5,,g,,,,,,,,,,0,,220.2310028,InChI=1S/C14H8N2O/c15-9-11-1-5-13(6-2-11)17-14-7-3-12(10-16)4-8-14/h1-8H,81004,,,,,,,,,,,,,,
,7405,TCI,Materials Innovation Factory,6508-04-9,,21/06/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Cupboard 1 > Box 1,,Bis(4-cyanophenyl) Ether,,,,Xiaobo Li (xli),,,,B2790,,98%,5 g,5,g,,5,,g,,,,,,,,,,0,,220.2310028,InChI=1S/C14H8N2O/c15-9-11-1-5-13(6-2-11)17-14-7-3-12(10-16)4-8-14/h1-8H,81004,,,,,,,,,,,,,,
,7332,Aldrich,Materials Innovation Factory,7143-01-3,,31/05/2018,,Cooper Group,Skin corrosion/irritation (Category 1A),EUH014,H314,GHS_05,Synthetic Laboratory,FC07 (White cupboard),FC07 (White cupboard),,Methanesulfonic anhydride,,,,Xiaobo Li (xli),II,,P280;P305 + P351 + P338;P310,269190,,97%,25 g,25,g,,25,,g,Danger,,Solid,,,,8,,,3261,,174.1990051,"InChI=1S/C2H6O5S2/c1-8(3,4)7-9(2,5)6/h1-2H3",81560,,,,,,,,,,,,,,
,7333,Aldrich,Materials Innovation Factory,7143-01-3,,31/05/2018,,Cooper Group,Skin corrosion/irritation (Category 1A),EUH014,H314,GHS_05,Synthetic Laboratory,FC07 (White cupboard),FC07 (White cupboard),,Methanesulfonic anhydride,,,,Xiaobo Li (xli),II,,P280;P305 + P351 + P338;P310,269190,,97%,25 g,25,g,,25,,g,Danger,,Solid,,,,8,,,3261,,174.1990051,"InChI=1S/C2H6O5S2/c1-8(3,4)7-9(2,5)6/h1-2H3",81560,,,,,,,,,,,,,,
,7170,Fluka,Materials Innovation Factory,7440-06-4,,19/12/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Flammable solids FC24,Flammable solids FC24,,Platinum on activated charcoal,,,,Marc Little (malittle),,,,80982,,,5 g,5,g,,5,,g,,,Solid,,,,,,,0,,195.0780029,InChI=1S/Pt,23939,,,,,,,,,,,,,,
,6877,Aldrich,Materials Innovation Factory,7647-10-1,,14/11/2017,,Cooper Group,"Acute toxicity, Oral (Category 3);Skin sensitisation (Category 1)",,H301;H317,GHS_06,Synthetic Laboratory,Box 2,Cupboard 8 > Box 2,STBF8417V,Palladium(II) chloride,,,,Alex James (amjames),I,,,205885-50g,,,5 g,5,g,,5,,g,Danger,,,ROOM,,,6.1,,,3288,,177.326004,InChI=1S/2ClH.Pd/h2*1H;/q;;+2/p-2,24290,,,,,,,,,,,,,,
,3145,Aldrich,Materials Innovation Factory,7647-10-1,,17/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 3,Fridge 3,,Palladium(II) chloride,,,,Marc Little (malittle),I,,,520659-5g,,,5 g,5,g,,5,,g,,,,ROOM,,,6.1,,,3288,,177.326004,InChI=1S/2ClH.Pd/h2*1H;/q;;+2/p-2,24290,,,,,,,,,,,,,,
,8994,Alfa Aesar,Materials Innovation Factory,7647-10-1,,30/08/2019,,Cooper Group,"Acute toxicity, Oral (Category 5);Acute toxicity, Oral (Category 3);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2A)",,H301;H303;H317;H318;H319,GHS_06,Synthetic Laboratory,FC26 (White cupboard),FC26 (White cupboard),Y13E003,"Palladium(II) chloride, Premion, 99.999% (metals basis), Pd 59.5% min",Flammability: 0; Health: 3; Instability/reactivity: 0,,,Jing Yang (jingy),I,,P201;P202;P234;P260;P261;P264;P270;P272;P273;P280;P281;P301 + P310;P301 + P310 + P330;P301+P310;P301+P310+P330;P301+P312;P301+P330+P331;P302 + P352;P302+P352;P302+P352+P333+P313+P362+P364;P303+P361+P353;P304+P340;P305 + P351 + P338;P305+P351+P338;P305+P351+P338+P337+P313;P308+P313;P310;P313;P321;P330;P333 + P313;P333+P313;P337 + P313;P363;P390;P391;P405;P406;P501,043085,,59.5%,1 g,1,g,,1,,g,Danger,,Solid,ROOM,,,6.1,,,3288,,177.326004,InChI=1S/2ClH.Pd/h2*1H;/q;;+2/p-2,24290,,,,,,,,,,,,,,
,10162,Sigma-Aldrich,Materials Innovation Factory,7657-09-2,,19/10/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,FC24 (White cupboard),FC24 (White cupboard),06506LI,"2,5-Dibromobenzotrifluoride",,,,Ian Coates (ian.coates),,,,540277,,,1 g,1,g,1 g,1,1,g,,,Solid,,,,,,,0,,303.9030151,"InChI=1S/C7H3Br2F3/c8-4-1-2-6(9)5(3-4)7(10,11)12/h1-3H",82108,,,,,,,,,,,,,,
,4098,Fluorochem,Materials Innovation Factory,7657-09-2,,17/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,FC24 (White cupboard),FC24 (White cupboard),B17H,"2,5-DIBROMOBENOTRIFLUORIDE",,,,Ian Coates (ian.coates),,,,009124,,,1 g,1,g,,1,,g,,,,,,,,,,0,,303.9030151,"InChI=1S/C7H3Br2F3/c8-4-1-2-6(9)5(3-4)7(10,11)12/h1-3H",82108,,,,,,,,,,,,,,
,11438,Sigma-Aldrich,Materials Innovation Factory,7719-09-7,,20/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 1);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",EUH014;EUH029,H302;H314;H331;H335,GHS_05;GHS_06,Synthetic Laboratory,FC22 (White cupboard),FC22 (White cupboard),STBK2044,Thionyl chloride,,,,Xinxin Lin (xinxin.lin),I,,,230464,,,100 ml,100,ml,100 ml,100,100,ml,Danger,,,,,,8,,,1836,,118.9720001,InChI=1S/Cl2OS/c1-4(2)3,24386,,,,,,,,,,,,,,
,10237,Sigma-Aldrich,Materials Innovation Factory,7719-09-7,,19/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 1);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",EUH014;EUH029,H302;H314;H331;H335,GHS_05;GHS_06,Synthetic Laboratory,FC25 (White cupboard),FC25 (White cupboard),,Thionyl chloride,,,,Andrew Marsh (smarsh),I,,,230464,,,100 ml,100,ml,100 ml,100,100,ml,Danger,,,,,,8,,,1836,,118.9720001,InChI=1S/Cl2OS/c1-4(2)3,24386,,,,,,,,,,,,,,
,10102,Sigma-Aldrich,Materials Innovation Factory,7719-09-7,,19/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 1);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",EUH014;EUH029,H302;H314;H331;H335,GHS_05;GHS_06,Synthetic Laboratory,Fridge 3,Fridge 3,,Thionyl chloride,,,,Megan O'Shaughnessy (moshaughnessy),I,,,230464,,,100ml,100,ml,100ml,100,100,ml,Danger,,,,,,8,,,1836,,118.9720001,InChI=1S/Cl2OS/c1-4(2)3,24386,,,,,,,,,,,,,,
,7241,Sigma-Aldrich,Materials Innovation Factory,7719-09-7,,17/11/2017,,Cooper Group,"Skin corrosion/irritation (Category 1);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",EUH014;EUH029,H302;H314;H331;H335,GHS_05;GHS_06,Synthetic Laboratory,Fridge 3,Fridge 3,,Thionyl chloride,Flammability: 0; Health: 4; Instability/reactivity: 2; Special notice: W,,,Marc Little (malittle),I,,,230464-100ml,,,100 ml,100,ml,,100,,ml,Danger,,,ROOM,,,8,,,1836,,118.9720001,InChI=1S/Cl2OS/c1-4(2)3,24386,,,,,,,,,,,,,,
,7242,Sigma-Aldrich,Materials Innovation Factory,7719-09-7,,17/11/2017,,Cooper Group,"Skin corrosion/irritation (Category 1);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",EUH014;EUH029,H302;H314;H331;H335,GHS_05;GHS_06,Synthetic Laboratory,Fridge 3,Fridge 3,,Thionyl chloride,Flammability: 0; Health: 4; Instability/reactivity: 2; Special notice: W,,,Marc Little (malittle),I,,,230464-100ml,,,100 ml,100,ml,,100,,ml,Danger,,,ROOM,,,8,,,1836,,118.9720001,InChI=1S/Cl2OS/c1-4(2)3,24386,,,,,,,,,,,,,,
,3735,Sigma-Aldrich,Materials Innovation Factory,7719-09-7,,09/05/2018,,Cooper Group,"Skin corrosion/irritation (Category 1);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",EUH014;EUH029,H302;H314;H331;H335,GHS_05;GHS_06,Synthetic Laboratory,FC24 (White cupboard),FC24 (White cupboard),STBH0211,Thionyl chloride,Flammability: 0; Health: 4; Instability/reactivity: 2; Special notice: W,,,Rob Clowes (rob123),I,,,230464-100ml,,,100 ml,100,ml,,100,,ml,Danger,,,ROOM,,,8,,,1836,,118.9720001,InChI=1S/Cl2OS/c1-4(2)3,24386,,,,,,,,,,,,,,
,9615,Sigma-Aldrich,Materials Innovation Factory,7719-09-7,,06/03/2020,,Cooper Group,"Skin corrosion/irritation (Category 1);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",EUH014;EUH029,H302;H314;H331;H335,GHS_05;GHS_06,Chromatography Laboratory,default,default,,Thionyl chloride,,,,Megan O'Shaughnessy (moshaughnessy),I,,,230464,,,100ml,100,ml,100g,100,100,ml,Danger,,,,FC 19,,8,,,1836,,118.9720001,InChI=1S/Cl2OS/c1-4(2)3,24386,,,,,,,,,,,,,,
,10788,Merck,Materials Innovation Factory,7719-12-2,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Anhydrous Acids FC26,Anhydrous Acids FC26,S4903622836,Phosphorus trichloride,,,,Qiang Zhu (qzhu),,,,822322,,,500 ml,500,ml,500 ml,500,500,ml,,,,,,,,,,,,137.3329926,InChI=1S/Cl3P/c1-4(2)3,24387,,,,,,,,,,,,,,
,10434,Sigma-Aldrich,Materials Innovation Factory,7719-12-2,,19/10/2021,,Cooper Group,"Specific target organ toxicity - repeated exposure (Category 2);Acute toxicity, Oral (Category 2);Eye irritation (Category 1);Acute toxicity, Inhalation (Category 3)",,H300;H318;H331;H373,GHS_05;GHS_06;GHS_08,Synthetic Laboratory,Highly Toxic Chemicals,Highly Toxic Chemicals,S45557-040,Phosphorus trichloride,,,,Alex James (amjames),I,,P260;P280;P303 + P361 + P353;P305 + P351 + P338;P310;P314,157791,,,250 ml,250,ml,,250,,ml,Danger,,Liquid,,,,6.1,8,,1809,,137.33,InChI=1S/Cl3P/c1-4(2)3,24387,,,,,,,,,,,,,,
,10793,Sigma-Aldrich,Materials Innovation Factory,7721-01-9,,19/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H314;H335,GHS_07,Synthetic Laboratory,Anhydrous Acids FC26,Anhydrous Acids FC26,MKR,Tantalum(V) chloride,,,,Qiang Zhu (qzhu),I,,P260;P264;P270;P280;P301 + P330 + P331;P303 + P361 + P353;P310;P403 + P233;P501,400475,,99%,5 g,5,g,5 g,5,5,g,Warning,,Solid,,,,8,,,3260,,358.21,,,,,,,,,,,,,,,,
,6708,Alfa Aesar,Materials Innovation Factory,7721-01-9,,03/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 4,Cupboard 10 > Box 4,,"Tantalum(V) chloride, Puratronic®, 99.99% (metals basis)",,,,Marc Little (malittle),,,,10880,,,5 g,5,g,,5,,g,,,,,,,,,,3260,,,,,,,,,,,,,,,,,,
,5898,Honeywell-Fluka,Materials Innovation Factory,7758-02-3,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Cupboard 1,Cupboard 1,,Potassium bromide SDS-number : 000000015372 Type of product : Substance Remarks : Document according to Art. 32 of Regulation (EC) 1907/2006. Chemical name : Potassium bromide,,,,Thomas Fellowes (thomas.fellows),,,,221864-25G,,,25 g,25,g,25 g,25,25,g,,,Solid,ROOM,,,,,,,,119.0019989,InChI=1S/BrH.K/h1H;/q;+1/p-1,253877,potassium;bromide,,,,,,,,,,,,,
,6031,Sigma-Aldrich,Materials Innovation Factory,7758-02-3,,19/10/2017,,Cooper Group,Serious eye damage/eye irritation (Category 2),,H319,GHS_07,Chromatography Laboratory,FC06 (White cupboard),FC06 (White cupboard),,Potassium bromide,,,,Rob Clowes (rob123),,,,243418-100G,,,100 g,100,g,,100,,g,Warning,,,ROOM,,,,,,0,,119.0019989,InChI=1S/BrH.K/h1H;/q;+1/p-1,253877,,,,,,,,,,,,,,
,6383,Sigma-Aldrich,Materials Innovation Factory,7758-02-3,,27/10/2017,,Cooper Group,Serious eye damage/eye irritation (Category 2),,H319,GHS_07,Synthetic Laboratory,Box 6,Cupboard 8 > Box 6,,Potassium bromide,,,,Aiting Kai (akai),,,,243418-100G,,,100g,100,g,,100,,g,Warning,,,ROOM,,,,,,0,,119.0019989,InChI=1S/BrH.K/h1H;/q;+1/p-1,253877,,,,,,,,,,,,,,
,7192,Fluka,Materials Innovation Factory,7758-02-3,,19/12/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 10,Cupboard 8 > Box 10,,Potassium bromide,,,,Alex James (amjames),,,,34919,,98,100 g,100,g,,100,,g,,,Solid,ROOM,,,,,,0,,119.0019989,InChI=1S/BrH.K/h1H;/q;+1/p-1,253877,,,,,,,,,,,,,,
,11521,Sigma-Aldrich,Materials Innovation Factory,7758-11-4,,25/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 3,Cupboard 8 > Box 3,,Potassium phosphate dibasic,,,,Alex James (amjames),,,,p8281-100g,,,100 g,100,g,100 g,100,100,g,,,Solid,ROOM,,,,,,0,,174.173996,"InChI=1S/2K.H3O4P/c;;1-5(2,3)4/h;;(H3,1,2,3,4)/q2*+1;/p-2",24450,,,,,,,,,,,,,,
,7254,Sigma-Aldrich,Materials Innovation Factory,7758-11-4,,04/05/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,FC29 (White Cupboard),FC29 (White Cupboard),,Potassium phosphate dibasic,,,,John Ward (jward),,,,p8281-100g,,,100 g,100,g,,100,,g,,,Solid,ROOM,,,,,,0,,174.173996,"InChI=1S/2K.H3O4P/c;;1-5(2,3)4/h;;(H3,1,2,3,4)/q2*+1;/p-2",24450,,,,,,,,,,,,,,
,8261,Sigma-Aldrich,Materials Innovation Factory,7758-11-4,,28/01/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,FC10 (White cupboard),FC10 (White cupboard),,Potassium phosphate dibasic,,,,Haofan Yang (hyang),,,,p8281-100g,,,100g,100,g,,100,,g,,,Solid,ROOM,,,,,,0,,174.173996,"InChI=1S/2K.H3O4P/c;;1-5(2,3)4/h;;(H3,1,2,3,4)/q2*+1;/p-2",24450,,,,,,,,,,,,,,
,9306,Sigma-Aldrich,Materials Innovation Factory,7758-11-4,,21/11/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 7,Cupboard 8 > Box 7,,Potassium phosphate dibasic,,,,Alex James (amjames),,,,P8281,,,100 g,100,g,100 g,100,100,g,,,Solid,,,,,,,,,174.173996,"InChI=1S/2K.H3O4P/c;;1-5(2,3)4/h;;(H3,1,2,3,4)/q2*+1;/p-2",24450,,,,,,,,,,,,,,
,10372,Sigma-Aldrich,Materials Innovation Factory,7773-01-5,,19/10/2021,,Cooper Group,"Specific target organ toxicity - repeated exposure (Category 2);Hazardous to the aquatic environment, long-term (chronic), (Category 2);Acute toxicity, Oral (Category 3);Eye irritation (Category 1)",,H301;H318;H373;H411,GHS_05;GHS_06;GHS_08;GHS_09,Synthetic Laboratory,FC20 (White cupboard),FC20 (White cupboard),,Manganese(II) chloride,,,,Donglin He (dhe),III,,P273;P280;P310;P314;P330,244589,,,10 g,10,g,,10,,g,Danger,,Solid,,,,6.1,,,3288,,125.84,InChI=1S/2ClH.Mn/h2*1H;/q;;+2/p-2,10313134,manganese(2+);dichloride,,,,,,,,,,,,,
,9195,Aldrich,Materials Innovation Factory,7783-03-1,,03/11/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 7,Cupboard 10 > Box 7,,Tungstic acid,,,,Alex James (amjames),,,,223328-100G,,,100g,100,g,,100,,g,,,Solid,,,,,,,0,,249.852005,InChI=1S/2H2O.2O.W/h2*1H2;;;/q;;;;+2/p-2,1152,,,,,,,,,,,,,,
,10190,Aldrich,Materials Innovation Factory,7789-02-8,,19/10/2021,,Cooper Group,Oxidising solids (Category 3);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2A),,H272;H315;H319,GHS_03;GHS_07,Synthetic Laboratory,FC24 (White cupboard),FC24 (White cupboard),MKCF2560,Chromium(III) nitrate nonahydrate,Flammability: 0; Health: 0; Instability/reactivity: 1,,,Ian Coates (ian.coates),III,,P210;P220;P221;P264;P280;P302 + P352;P305 + P351 + P338;P332 + P313;P337 + P313;P362;P370 + P378;P501,379972,,99.99%,5 g,5,g,5 g,5,5,g,Warning,,Solid,,,,5.1,,,2720,,400.1430054,InChI=1S/Cr.3NO3.9H2O/c;3*2-1(3)4;;;;;;;;;/h;;;;9*1H2/q+3;3*-1;;;;;;;;;,9887206,,,,,,,,,,,,,,
,10337,Sigma-Aldrich,Materials Innovation Factory,7789-02-8,,19/10/2021,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 3);Skin corrosion/irritation (Category 2)",,H272;H315;H317;H319;H412,GHS_07,Synthetic Laboratory,FC22 (White cupboard),FC22 (White cupboard),,Chromium(III) nitrate nonahydrate,Flammability: 0; Health: 0; Instability/reactivity: 1,,,Xinxin Lin (xinxin.lin),III,,P210;P273;P280;P302 + P352;P305 + P351 + P338,379972,,,5 g,5,g,5 g,5,5,g,Warning,,Solid,,,,5.1,,,2720,,400.1430054,InChI=1S/Cr.3NO3.9H2O/c;3*2-1(3)4;;;;;;;;;/h;;;;9*1H2/q+3;3*-1;;;;;;;;;,9887206,,,,,,,,,,,,,,
,7865,Aldrich,Materials Innovation Factory,7789-02-8,,22/10/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,FC11 (White cupboard),FC11 (White cupboard),,Chromium(III) nitrate nonahydrate,,,,Hongmei Chen (hchen),,,,1002584850,,,5 g,5,g,,5,,g,,,,,,,,,,,,400.1430054,InChI=1S/Cr.3NO3.9H2O/c;3*2-1(3)4;;;;;;;;;/h;;;;9*1H2/q+3;3*-1;;;;;;;;;,9887206,,,,,,,,,,,,,,
,8703,Aldrich,Materials Innovation Factory,7791-03-9,,15/05/2019,,Cooper Group,"Oxidising solids (Category 2);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H272;H315;H319;H335,GHS_03;GHS_07,Synthetic Laboratory,Box 9,Cupboard 7 > Box 9,,Lithium perchlorate,,,,Liang Luo (liang92),II,,P220;P261;P305 + P351 + P338,634565-10G,,99.99%,10 g,10,g,,10,,g,Danger,,Solid,ROOM,,,5.1,,,1481,,106.3899994,"InChI=1S/ClHO4.Li/c2-1(3,4)5;/h(H,2,3,4,5);/q;+1/p-1",23665649,,,,,,,,,,,,,,
,4771,Aldrich,Materials Innovation Factory,8068-05-1,,16/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 9,Cupboard 7 > Box 9,04414PEV,"Lignin, alkali",,,,Alex James (amjames),,,,471003-100G,,,100 g,100,g,,100,,g,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
,4011,Aldrich,Materials Innovation Factory,9003-04-7,,17/10/2017,,Cooper Group,Serious eye damage/eye irritation (Category 2),,H319,GHS_07,Synthetic Laboratory,Box 13,Cupboard 8 > Box 13,MKBQ2658V,Sodium Polyacrylate,,,,Alex James (amjames),,,,432784-250G,,,250 g,250,g,,250,,g,Warning,,,ROOM,,,,,,0,,94.04499817,"InChI=1S/C3H4O2.Na/c1-2-3(4)5;/h2H,1H2,(H,4,5);/q;+1/p-1",4068533,,,,,,,,,,,,,,
,6248,Aldrich,Materials Innovation Factory,9003-11-6,,24/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,FC17 (White cupboard),FC17 (White cupboard),MKB20279v,Poly(ethylene glycol)-block-poly(propylene glycol)-block-poly(ethylene glycol),,,,Rob Clowes (rob123),,,,435465-250ML,,,250 ml,250,ml,,250,,ml,,,,,,,,,,0,,102.1330032,"InChI=1S/C3H6O.C2H4O/c1-3-2-4-3;1-2-3-1/h3H,2H2,1H3;1-2H2",24751,,,,,,,,,,,,,,
,5385,Aldrich,Materials Innovation Factory,9003-11-6,,12/10/2017,,Cooper Group,No data available,,,,Chromatography Laboratory,default,default,MKBS9793V,Poly(ethylene glycol)-block-poly(propylene glycol)-block-poly(ethylene glycol),,,,Marc Little (malittle),,,,435465-250ML,,,250 ml,250,ml,,250,,ml,,,,,,,,,,0,,102.1330032,"InChI=1S/C3H6O.C2H4O/c1-3-2-4-3;1-2-3-1/h3H,2H2,1H3;1-2H2",24751,,,,,,,,,,,,,,
,6331,Alfa Aesar,Materials Innovation Factory,100-02-7,,27/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Cupboard 7,Cupboard 7,,"4-Nitrophenol, 99%",Flammability: 1; Health: 3; Instability/reactivity: 2,,,Alex James (amjames),III,,,A14376,,,250g,250,g,,250,,g,,,,,,,,,,1663,,139.1100006,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",980,,,,,,,,,,,,,,
,8670,Sigma-Aldrich,Materials Innovation Factory,100-02-7,,07/05/2019,,Cooper Group,"Specific target organ toxicity - repeated exposure (Category 2);Acute toxicity, Oral (Category 3);Acute toxicity, Dermal (Category 4);Acute toxicity, Inhalation (Category 4)",,H301;H312;H332;H373,GHS_06;GHS_08,Synthetic Laboratory,FC23 (White Cupboard),FC23 (White Cupboard),,4-nitrophenol,,,,Ai He (ahe),III,,P261;P301 + P310 + P330;P302 + P352 + P312;P304 + P340 + P312,1048-5g,,,5 g,5,g,,5,,g,Danger,,Solid,,,,6.1,,,1663,,139.1100006,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",980,,,,,,,,,,,,,,
